Time [sec]		Acceleration [g]	Velocity [mm/sec]	Displacement [mm]
2.72000   		0.01414         	20.08770         	2.02804          
2.72500   		0.00921         	20.66042         	2.13001          
2.73000   		0.00289         	20.95713         	2.23418          
2.73500   		-0.00401        	20.92971         	2.33904          
2.74000   		-0.01478        	20.46901         	2.44276          
2.74500   		-0.02814        	19.41657         	2.54274          
2.75000   		-0.03918        	17.76553         	2.63593          
2.75500   		-0.04532        	15.69296         	2.71970          
2.76000   		-0.04490        	13.48008         	2.79262          
2.76500   		-0.03971        	11.40483         	2.85473          
2.77000   		-0.03417        	9.59296          	2.90711          
2.77500   		-0.02985        	8.02292          	2.95106          
2.78000   		-0.02638        	6.64378          	2.98766          
2.78500   		-0.02463        	5.39273          	3.01771          
2.79000   		-0.02493        	4.17735          	3.04164          
2.79500   		-0.02438        	2.96799          	3.05949          
2.80000   		-0.02114        	1.85151          	3.07148          
2.80500   		-0.01748        	0.90427          	3.07829          
2.81000   		-0.01435        	0.12347          	3.08080          
2.81500   		-0.00843        	-0.43528         	3.07990          
2.82000   		0.00068         	-0.62547         	3.07706          
2.82500   		0.00590         	-0.46430         	3.07423          
2.83000   		0.00177         	-0.27640         	3.07246          
2.83500   		-0.00900        	-0.45385         	3.07085          
2.84000   		-0.02193        	-1.21236         	3.06695          
2.84500   		-0.03325        	-2.56566         	3.05774          
2.85000   		-0.03798        	-4.31269         	3.04064          
2.85500   		-0.03616        	-6.13103         	3.01449          
2.86000   		-0.03313        	-7.83050         	2.97953          
2.86500   		-0.03127        	-9.41000         	2.93639          
2.87000   		-0.02997        	-10.91199        	2.88556          
2.87500   		-0.02841        	-12.34382        	2.82739          
2.88000   		-0.02648        	-13.68999        	2.76226          
2.88500   		-0.02541        	-14.96262        	2.69061          
2.89000   		-0.02661        	-16.23835        	2.61263          
2.89500   		-0.02849        	-17.58950        	2.52810          
2.90000   		-0.02770        	-18.96754        	2.43669          
2.90500   		-0.02453        	-20.24849        	2.33859          
2.91000   		-0.02063        	-21.35591        	2.23450          
2.91500   		-0.01599        	-22.25408        	2.12538          
2.92000   		-0.01013        	-22.89477        	2.01238          
2.92500   		-0.00319        	-23.22132        	1.89695          
2.93000   		0.00370         	-23.20872        	1.78074          
2.93500   		0.00956         	-22.88350        	1.66539          
2.94000   		0.01363         	-22.31473        	1.55231          
2.94500   		0.01448         	-21.62537        	1.44244          
2.95000   		0.01076         	-21.00649        	1.33594          
2.95500   		0.00188         	-20.69648        	1.23186          
2.96000   		-0.00951        	-20.88356        	1.12814          
2.96500   		-0.01912        	-21.58571        	1.02217          
2.97000   		-0.02542        	-22.67799        	0.91163          
2.97500   		-0.02885        	-24.00902        	0.79499          
2.98000   		-0.03038        	-25.46179        	0.67134          
2.98500   		-0.03106        	-26.96874        	0.54028          
2.99000   		-0.03093        	-28.48912        	0.40163          
2.99500   		-0.02908        	-29.96086        	0.25547          
3.00000   		-0.02516        	-31.29116        	0.10226          
3.00500   		-0.01959        	-32.38879        	-0.05705         
3.01000   		-0.01385        	-33.20901        	-0.22117         
3.01500   		-0.00894        	-33.76794        	-0.38871         
3.02000   		-0.00482        	-34.10540        	-0.55848         
3.02500   		-0.00248        	-34.28459        	-0.72950         
3.03000   		-0.00147        	-34.38154        	-0.90119         
3.03500   		-0.00046        	-34.42879        	-1.07323         
3.04000   		0.00134         	-34.40718        	-1.24536         
3.04500   		0.00584         	-34.23115        	-1.41705         
3.05000   		0.01342         	-33.75889        	-1.58718         
3.05500   		0.02024         	-32.93341        	-1.75405         
3.06000   		0.02270         	-31.88031        	-1.91613         
3.06500   		0.02029         	-30.82596        	-2.07285         
3.07000   		0.01070         	-30.06600        	-2.22488         
3.07500   		-0.00515        	-29.93001        	-2.37455         
3.08000   		-0.01582        	-30.44438        	-2.52527         
3.08500   		-0.01463        	-31.19117        	-2.67938         
3.09000   		-0.01026        	-31.80143        	-2.83695         
3.09500   		-0.01054        	-32.31157        	-2.99723         
3.10000   		-0.01285        	-32.88534        	-3.16017         
3.10500   		-0.01202        	-33.49521        	-3.32614         
3.11000   		-0.00604        	-33.93804        	-3.49485         
3.11500   		0.00358         	-33.99844        	-3.66488         
3.12000   		0.01342         	-33.58156        	-3.83403         
3.12500   		0.02118         	-32.73285        	-3.99998         
3.13000   		0.02680         	-31.55597        	-4.16082         
3.13500   		0.03097         	-30.13913        	-4.31514         
3.14000   		0.03413         	-28.54258        	-4.46191         
3.14500   		0.03581         	-26.82732        	-4.60037         
3.15000   		0.03649         	-25.05418        	-4.73008         
3.15500   		0.03767         	-23.23548        	-4.85083         
3.16000   		0.03885         	-21.35896        	-4.96234         
3.16500   		0.03951         	-19.43729        	-5.06435         
3.17000   		0.04083         	-17.46700        	-5.15663         
3.17500   		0.04331         	-15.40351        	-5.23886         
3.18000   		0.04574         	-13.21966        	-5.31047         
3.18500   		0.04812         	-10.91775        	-5.37086         
3.19000   		0.05182         	-8.46666         	-5.41940         
3.19500   		0.05661         	-5.80739         	-5.45518         
3.20000   		0.05969         	-2.95502         	-5.47715         
3.20500   		0.05894         	-0.04545         	-5.48464         
3.21000   		0.05663         	2.78906          	-5.47773         
3.21500   		0.05541         	5.53703          	-5.45689         
3.22000   		0.05534         	8.25323          	-5.42241         
3.22500   		0.05736         	11.01723         	-5.37428         
3.23000   		0.06174         	13.93821         	-5.31198         
3.23500   		0.06489         	17.04369         	-5.23459         
3.24000   		0.06524         	20.23511         	-5.14140         
3.24500   		0.06676         	23.47259         	-5.03216         
3.25000   		0.07109         	26.85352         	-4.90643         
3.25500   		0.07466         	30.42818         	-4.76330         
3.26000   		0.07526         	34.10514         	-4.60198         
3.26500   		0.07324         	37.74730         	-4.42231         
3.27000   		0.06819         	41.21590         	-4.22480         
3.27500   		0.05879         	44.33017         	-4.01074         
3.28000   		0.04514         	46.87928         	-3.78244         
3.28500   		0.03016         	48.72619         	-3.54312         
3.29000   		0.01718         	49.88739         	-3.29632         
3.29500   		0.00727         	50.48723         	-3.04518         
3.30000   		-0.00066        	50.64947         	-2.79218         
3.30500   		-0.00836        	50.42839         	-2.53932         
3.31000   		-0.01590        	49.83360         	-2.28851         
3.31500   		-0.02147        	48.91726         	-2.04152         
3.32000   		-0.02277        	47.83223         	-1.79962         
3.32500   		-0.01977        	46.78879         	-1.56313         
3.33000   		-0.01619        	45.90689         	-1.33147         
3.33500   		-0.01395        	45.16783         	-1.10382         
3.34000   		-0.01122        	44.55056         	-0.87958         
3.34500   		-0.00742        	44.09341         	-0.65805         
3.35000   		-0.00323        	43.83219         	-0.43832         
3.35500   		0.00142         	43.78762         	-0.21937         
3.36000   		0.00749         	44.00612         	-0.00001         
3.36500   		0.01427         	44.53979         	0.22122          
3.37000   		0.01822         	45.33655         	0.44583          
3.37500   		0.01837         	46.23396         	0.67475          
3.38000   		0.01564         	47.06817         	0.90806          
3.38500   		0.01025         	47.70320         	1.14510          
3.39000   		0.00375         	48.04655         	1.38461          
3.39500   		-0.00437        	48.03139         	1.62497          
3.40000   		-0.01777        	47.48834         	1.86404          
3.40500   		-0.03811        	46.11785         	2.09847          
3.41000   		-0.06392        	43.61564         	2.32333          
3.41500   		-0.09359        	39.75283         	2.53236          
3.42000   		-0.12111        	34.48751         	2.71852          
3.42500   		-0.13596        	28.18295         	2.87550          
3.43000   		-0.13732        	21.48067         	2.99969          
3.43500   		-0.13201        	14.87521         	3.09047          
3.44000   		-0.12245        	8.63443          	3.14905          
3.44500   		-0.11013        	2.93027          	3.17771          
3.45000   		-0.09883        	-2.19453         	3.17932          
3.45500   		-0.09198        	-6.87426         	3.15651          
